subcategory_id,category_id,en,bg,hr,cs,da,nl,et,fi,fr,de,el,hu,ga,it,lv,lt,mt,pl,pt,ro,sk,sl,es,sv,tr,ru,uk,nb,no,icon,sort_order_subcategory,__match_score
SUB_000038,CAT_00024,Startup Compliance Officer,Служител по съответствие при стартиране,Službenik za usklađenost startupa,Startup Compliance Officer,Startup Compliance Officer,Compliance Officer voor startups,Käivitamise nõuetele vastavuse ametnik,Startup Compliance Officer,Responsable de la conformité des startups,Startup Compliance Officer,Υπεύθυνος Συμμόρφωσης εκκίνησης,Startup Compliance Officer,Oifigeach Comhlíonta Tosaithe,Responsabile della conformità delle startup,Starta atbilstības amatpersona,Paleidimo atitikties pareigūnas,Uffiċjal tal-Konformità tal-Istartjar,Specjalista ds. zgodności startupów,Oficial de Conformidade de Startups,Ofițer de conformitate pentru startup,Startup Compliance Officer,Uradnik za skladnost pri zagonu,Oficial de cumplimiento de startups,Startup Compliance Officer,Başlangıç Uyumluluk Görevlisi,Специалист по обеспечению соответствия требованиям стартапов,Відповідальний за відповідність стартапам,Overholdelsesansvarlig for oppstart,Overholdelsesansvarlig for oppstart,,,0.8181818181818182
SUB_000039,CAT_00035,MVP Prototyping Consultant,MVP Консултант по прототипиране,MVP Konzultant za izradu prototipova,Konzultant MVP prototypování,MVP Prototyping konsulent,MVP Prototyping Consultant,MVP prototüüpide konsultant,MVP prototyyppikonsultti,Consultant en prototypage MVP,MVP-Prototyping-Berater,MVP Σύμβουλος Πρωτοτύπων,MVP prototípus-tanácsadó,Comhairleoir fréamhshamhail MVP,Consulente di prototipazione MVP,MVP prototipu konsultants,MVP prototipų kūrimo konsultantas,Konsulent tal-Prototyping MVP,Konsultant ds. prototypowania MVP,Consultor de Prototipagem MVP,Consultant MVP Prototyping,Konzultant MVP prototypovania,MVP svetovalec za izdelavo prototipov,Consultor de prototipos MVP,MVP Prototyping konsult,MVP Prototipleme Danışmanı,Консультант по прототипированию MVP,Консультант із створення прототипів MVP,MVP Prototyping konsulent,MVP Prototyping konsulent,,,0.5531914893617021
SUB_000040,CAT_00335,Seed Pitch Video Editor,Seed Pitch Video Editor,Seed Pitch Video Editor,Seed Pitch Video Editor,Seed Pitch Video Editor,Video-editor voor zaadpitch,Seed Pitch Video Editor,Seed Pitch -videoeditori,Éditeur vidéo Seed Pitch,Seed Pitch-Videoeditor,Seed Pitch Video Editor,Seed Pitch Video Editor,Eagarthóir Físe Seed Pitch,Editor video di Seed Pitch,Seed Pitch video redaktors,Seed Pitch vaizdo įrašų rengyklė,Editur tal-vidjo taż-żift taż-żerriegħa,Edytor wideo Seed Pitch,Editor de vídeo de pitch de sementes,Editor video Seed Pitch,Video editor rozstupu semien,Seed Pitch Video Editor,Editor de vídeo de presentación de semillas,Seed Pitch Video Editor,Seed Pitch Video Editörü,Видеоредактор Seed Pitch,Редактор відео Seed Pitch,Seed Pitch Video Editor,Seed Pitch Video Editor,,,0.47368421052631576
SUB_000041,CAT_00037,Business Pivot Consultant,Business Pivot консултант,Business Pivot Consultant,Business Pivot Consultant,Business Pivot konsulent,Business Pivot Consultant,Business Pivoti konsultant,Business Pivot -konsultti,Consultant en pivot d'entreprise,Business Pivot-Berater,Σύμβουλος Business Pivot,Business Pivot tanácsadó,Comhairleoir Gnó Pivot,Consulente per il pivot aziendale,Business Pivot konsultants,„Business Pivot“ konsultantas,Konsulent tal-Pern tan-Negozju,Konsultant ds. zwrotów biznesowych,Consultor de pivô de negócios,Consultant Business Pivot,Business Pivot Consultant,Business Pivot svetovalec,Consultor de pivote empresarial,Business Pivot konsult,İş Dönüşümü Danışmanı,Консультант по бизнес-поворотам,Business Pivot Consultant,Business Pivot-konsulent,Business Pivot-konsulent,,,0.6363636363636364
SUB_000042,CAT_00388,Architectural Drafting,Архитектурно проектиране,Arhitektonski nacrt,Architektonické kreslení,Arkitektonisk tegning,Architectonisch tekenen,Arhitektuurne joonistamine,Arkkitehtoninen piirustus,Dessin architectural,Architektonisches Zeichnen,Αρχιτεκτονικό Σχέδιο,Építészeti tervezés,Dréachtú Ailtireachta,Disegno architettonico,Arhitektūras projektēšana,Architektūrinis braižybos,Abbozzar Arkitettoniku,Rysunek architektoniczny,Desenho Arquitetônico,Proiectare arhitecturala,Architektonické navrhovanie,Arhitekturno načrtovanje,Dibujo arquitectónico,Arkitektonisk ritning,Mimari Çizim,Архитектурное проектирование,Архітектурне проектування,Arkitektonisk tegning,Arkitektonisk tegning,,,0.6470588235294118
SUB_000043,CAT_00008,Product Mockups,Макети на продукти,Modeli proizvoda,Makety produktu,Produktmockups,Productmodellen,Toodete maketid,Tuotemallit,Maquettes de produits,Produktmodelle,Μακέτες προϊόντων,Termék makettek,Múnlaí Táirge,Mockup di prodotto,Produktu maketi,Gaminių maketai,Mockups tal-Prodott,Makiety produktów,Mockups de produtos,Modele de produse,Modely produktov,Makete izdelkov,Maquetas de productos,Produktmodeller,Ürün Maketleri,Макеты продуктов,Макети продукту,Produktmodeller,Produktmodeller,,,0.5333333333333333
SUB_000044,CAT_00220,Chatbot Setup,Настройка на чатбот,Postavljanje chatbota,Nastavení chatbota,Chatbot opsætning,Chatbot-installatie,Chatboti seadistamine,Chatbotin asetukset,Configuration du chatbot,Chatbot-Einrichtung,Ρύθμιση Chatbot,Chatbot beállítása,Socrú Chatbot,Configurazione del chatbot,Chatbot iestatīšana,„Chatbot“ sąranka,Setup tal-Chatbot,Konfiguracja chatbota,Configuração do chatbot,Configurare Chatbot,Nastavenie chatbota,Nastavitev klepetalnice,Configuración del chatbot,Chatbot-inställning,Chatbot Kurulumu,Настройка чат-бота,Налаштування чат-бота,Chatbot-oppsett,Chatbot-oppsett,,,0.64
SUB_000045,CAT_00686,Workflow Automation,Автоматизация на работния процес,Automatizacija tijeka rada,Automatizace pracovních postupů,Workflow automatisering,Workflowautomatisering,Töövoo automatiseerimine,Työnkulun automaatio,Automatisation des flux de travail,Workflow-Automatisierung,Αυτοματισμός ροής εργασιών,Munkafolyamat automatizálás,Uathoibriú Sreafa Oibre,Automazione del flusso di lavoro,Darbplūsmas automatizācija,Darbo eigos automatizavimas,Awtomazzjoni tal-fluss tax-xogħol,Automatyzacja przepływu pracy,Automação de fluxo de trabalho,Automatizarea fluxului de lucru,Automatizácia pracovného toku,Avtomatizacija poteka dela,Automatización del flujo de trabajo,Arbetsflödesautomatisering,İş Akışı Otomasyonu,Автоматизация рабочего процесса,Автоматизація робочого процесу,Automatisering av arbeidsflyt,Automatisering av arbeidsflyt,,,0.6896551724137931
SUB_000046,CAT_00210,AR App Demos,Демонстрации на AR приложения,Demonstracije AR aplikacije,Ukázky aplikací AR,AR App Demoer,AR-app-demo's,AR-rakenduste demod,AR-sovellusdemot,Démos d'applications AR,AR-App-Demos,Επιδείξεις εφαρμογής AR,AR alkalmazás bemutatók,Taispeántais Aip AR,Demo di app AR,AR lietotņu demonstrācijas,AR programos demonstracinės versijos,AR App Demos,Pokazy aplikacji AR,Demonstrações de aplicativos de RA,Demonstrații aplicației AR,Ukážky aplikácií AR,Predstavitve aplikacij AR,Demostraciones de aplicaciones de RA,AR App Demos,AR Uygulama Demoları,Демонстрации приложений дополненной реальности,Демонстраційні версії програми AR,AR-appdemoer,AR-appdemoer,,,0.5384615384615384
SUB_000047,CAT_00081,Virtual Showroom Setup,Настройка на виртуален шоурум,Postavljanje virtualnog izložbenog prostora,Nastavení virtuálního showroomu,Opsætning af virtuelt showroom,Virtuele showroomopstelling,Virtuaalse näitusesaali seadistamine,Virtuaalisen esittelytilan asetukset,Configuration d'une salle d'exposition virtuelle,Virtueller Showroom-Setup,Ρύθμιση εικονικού εκθεσιακού χώρου,Virtuális bemutatóterem beállítása,Socrú Seomra Taispeána Fíorúil,Configurazione dello showroom virtuale,Virtuālās izstāžu zāles iestatīšana,Virtualios parodų salės sąranka,Setup ta' Showroom Virtwali,Konfiguracja wirtualnego salonu wystawowego,Configuração de showroom virtual,Configurare showroom virtual,Nastavenie virtuálneho showroomu,Postavitev virtualnega razstavnega prostora,Configuración de sala de exposición virtual,Inställning av virtuellt showroom,Sanal Sergi Salonu Kurulumu,Настройка виртуального выставочного зала,Налаштування віртуального салону,Oppsett av virtuelt utstillingsrom,Oppsett av virtuelt utstillingsrom,,,0.5909090909090909
SUB_000048,CAT_00557,Editing & Structuring,Редактиране и структуриране,Uređivanje i strukturiranje,Úpravy a strukturování,Redigering & strukturering,Bewerken en structureren,Redigeerimine ja struktureerimine,Editointi ja jäsentäminen,Édition et structuration,Lektorat & Strukturierung,Επιμέλεια & Δόμηση,Szerkesztés és strukturálás,Eagarthóireacht & Struchtúr,Modifica e strutturazione,Rediģēšana un strukturēšana,Redagavimas ir struktūrizavimas,Editjar u Strutturar,Edycja i strukturyzacja,Edição e Estruturação,Editare și structurare,Úpravy a štruktúrovanie,Urejanje in strukturiranje,Edición y estructuración,Redigering & strukturering,Düzenleme ve Yapılandırma,Редактирование и структурирование,Редагування та структурування,Redigering og strukturering,Redigering og strukturering,,,0.6111111111111112
SUB_000049,CAT_00382,Source Validation,Проверка на източника,Provjera valjanosti izvora,Ověření zdroje,Kildevalidering,Bronvalidatie,Allika kinnitamine,Lähteen validointi,Validation de la source,Quellenvalidierung,Επικύρωση πηγής,Forrás érvényesítése,Bailíochtú Foinse,Validazione della fonte,Avota apstiprināšana,Šaltinio patvirtinimas,Validazzjoni tas-Sors,Walidacja źródła,Validação de fonte,Validarea sursei,Overenie zdroja,Preverjanje vira,Validación de fuente,Källvalidering,Kaynak Doğrulaması,Проверка источника,Перевірка джерела,Kildevalidering,Kildevalidering,,,0.6451612903225806
SUB_000050,CAT_00111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46153846153846156
SUB_000051,CAT_00216,2D Animation,2D анимация,2D animacija,2D animace,2D animation,2D-animatie,2D animatsioon,2D-animaatio,Animation 2D,2D-Animation,2D Animation,2D animáció,Beochan 2D,Animazione 2D,2D animācija,2D animacija,Animazzjoni 2D,Animacja 2D,Animação 2D,Animație 2D,2D animácia,2D animacija,Animación 2D,2D-animering,2D Animasyon,2D-анимация,2D анімація,2D-animasjon,2D-animasjon,,,0.7586206896551724
SUB_000052,CAT_00540,Explainer Videos,Обяснителни видеоклипове,Videozapisi s objašnjenjima,Vysvětlující videa,Forklaringsvideoer,Uitlegvideo's,Selgitavad videod,Selittäviä videoita,Vidéos explicatives,Erklärvideos,Επεξηγηματικά βίντεο,Magyarázó videók,Físeáin Mínithe,Video esplicativi,Izskaidrojošie video,Paaiškinamieji vaizdo įrašai,Vidjows ta' spjegazzjoni,Filmy objaśniające,Vídeos explicativos,Videoclipuri explicative,Vysvetľujúce videá,Razlagalni videoposnetki,Vídeos explicativos,Förklararvideor,Açıklayıcı Videolar,Пояснительные видео,Пояснювальні відео,Forklaringsvideoer,Forklaringsvideoer,,,0.6285714285714286
SUB_000053,CAT_00112,API Integration,API интеграция,API integracija,Integrace API,API-integration,API-integratie,API integreerimine,API-integrointi,Intégration API,API-Integration,Ενσωμάτωση API,API integráció,Comhtháthú API,Integrazione API,API integrācija,API integravimas,Integrazzjoni API,Integracja API,Integração de API,Integrare API,Integrácia API,API integracija,Integración de API,API-integration,API Entegrasyonu,API-интеграция,Інтеграція API,API-integrasjon,API-integrasjon,,,0.8461538461538461
SUB_000054,CAT_00660,Android Apps,Приложения за Android,Android aplikacije,Aplikace pro Android,Android apps,Android-apps,Androidi rakendused,Android-sovellukset,Applications Android,Android Apps,Εφαρμογές Android,Android alkalmazások,Feidhmchláir Android,App Android,Android lietotnes,Android programos,Apps Android,Aplikacje na Androida,Aplicativos Android,Aplicații Android,Aplikácie pre Android,Aplikacije za Android,Aplicaciones de Android,Android-appar,Android Uygulamaları,Приложения для Android,Програми для Android,Android-apper,Android-apper,,,0.5217391304347826
SUB_000055,CAT_00660,iOS Apps,Приложения за iOS,iOS aplikacije,Aplikace pro iOS,iOS Apps,iOS-apps,iOS-i rakendused,iOS-sovellukset,Applications iOS,iOS Apps,Εφαρμογές iOS,iOS-alkalmazások,Feidhmchláir iOS,App iOS,iOS lietotnes,iOS programos,Apps għall-iOS,Aplikacje iOS,Aplicativos iOS,Aplicații iOS,Aplikácie pre iOS,Aplikacije za iOS,Aplicaciones de iOS,iOS-appar,iOS Uygulamaları,Приложения для iOS,Програми для iOS,iOS-apper,iOS-apper,,,0.5263157894736842
SUB_000056,CAT_00034,Audio Mastering,Аудио мастериране,Audio Mastering,Audio Mastering,Audio Mastering,Audiomastering,Heli meisterdamine,Äänen masterointi,Mastering audio,Audio-Mastering,Mastering ήχου,Audio Mastering,Máistreacht Fuaime,Masterizzazione audio,Audio apgūšana,Garso įvaldymas,Awdjo Mastering,Mastering dźwięku,Masterização de áudio,Masterare audio,Audio Mastering,Audio Mastering,Masterización de audio,Audio Mastering,Ses Mastering,Аудио Мастеринг,Аудіо мастеринг,Lydmastering,Lydmastering,,,0.7272727272727273
SUB_000057,CAT_00213,Podcast Editing,Редактиране на подкаст,Uređivanje podcasta,Editace podcastu,Redigering af podcast,Podcastbewerking,Podcasti redigeerimine,Podcastin muokkaus,Montage de podcasts,Podcast-Bearbeitung,Επεξεργασία Podcast,Podcast szerkesztés,Eagarthóireacht Podchraoltaí,Montaggio di podcast,Podcast apraides rediģēšana,Podcast'o redagavimas,Editjar tal-podcasts,Edycja podcastów,Edição de podcast,Editare podcast,Úprava podcastov,Urejanje podcasta,Edición de podcast,Podcast redigering,Podcast Düzenleme,Редактирование подкастов,Редагування подкастів,Podcast redigering,Podcast redigering,,,0.6111111111111112
SUB_000058,CAT_00047,Nootropic Planning,Ноотропно планиране,Planiranje nootropika,Nootropní plánování,Nootropisk planlægning,Nootropische planning,Nootroopne planeerimine,Nootrooppinen suunnittelu,Planification nootropique,Nootropische Planung,Νοοτροπικός Σχεδιασμός,Nootropikus tervezés,Pleanáil Nootropic,Pianificazione nootropica,Nootropiskā plānošana,Nootropinis planavimas,Ippjanar Nootropiku,Planowanie nootropowe,Planejamento Nootrópico,Planificarea nootropică,Nootropické plánovanie,Nootropno načrtovanje,Planificación nootrópica,Nootropisk planering,Nootropik Planlama,Планирование ноотропов,Ноотропне планування,Nootropisk planlegging,Nootropisk planlegging,,,0.6875
SUB_000059,CAT_00700,Sleep Optimization,Оптимизация на съня,Optimizacija spavanja,Optimalizace spánku,Søvnoptimering,Slaapoptimalisatie,Une optimeerimine,Unen optimointi,Optimisation du sommeil,Schlafoptimierung,Βελτιστοποίηση ύπνου,Alvásoptimalizálás,Optimization Codladh,Ottimizzazione del sonno,Miega optimizācija,Miego optimizavimas,Ottimizzazzjoni tal-irqad,Optymalizacja snu,Otimização do sono,Optimizarea somnului,Optimalizácia spánku,Optimizacija spanja,Optimización del sueño,Sömnoptimering,Uyku Optimizasyonu,Оптимизация сна,Оптимізація сну,Søvnoptimalisering,Søvnoptimalisering,,,0.6153846153846154
