category_id,en,bg,hr,cs,da,nl,et,fi,fr,de,el,hu,ga,it,lv,lt,mt,pl,pt,ro,sk,sl,es,sv,tr,ru,uk,nb,no,icon,section_id,sort_order_category
CAT_00267,Fine Mechanics,Фина механика,Fina mehanika,Jemná mechanika,Finmekanik,Fijne mechanica,Peenmehaanika,Hieno mekaniikka,Mécanique fine,Feinmechanik,Καλή Μηχανική,Finommechanika,Meicnic Fine,Meccanica fine,Smalkā mehānika,Puikioji mechanika,Mekkanika Fine,Mechanika precyzyjna,Mecânica Fina,Mecanica fină,Jemná mechanika,Fina mehanika,Mecánica fina,Finmekanik,İnce Mekanik,Точная механика,Тонка механіка,Finmekanikk,Finmekanikk,wrench.svg,SEC_0046,10
CAT_00268,Extreme Conditions,Екстремни условия,Ekstremni uvjeti,Extrémní podmínky,Ekstreme forhold,Extreme omstandigheden,Ekstreemsed tingimused,Äärimmäiset olosuhteet,Conditions extrêmes,Extreme Bedingungen,Ακραίες συνθήκες,Extrém körülmények,Coinníollacha Foircní,Condizioni estreme,Ekstrēmi apstākļi,Ekstremalios sąlygos,Kundizzjonijiet estremi,Ekstremalne warunki,Condições extremas,Condiții extreme,Extrémne podmienky,Ekstremni pogoji,Condiciones extremas,Extrema förhållanden,Aşırı Koşullar,Экстремальные условия,Екстремальні умови,Ekstreme forhold,Ekstreme forhold,wrench.svg,SEC_0047,10
CAT_00270,Cleanup & Recovery,Почистване и възстановяване,Čišćenje i oporavak,Čištění a obnova,Oprydning og gendannelse,Opruimen en herstellen,Puhastamine ja taastamine,Puhdistus ja palautus,Nettoyage et récupération,Bereinigung und Wiederherstellung,Καθαρισμός & Ανάκτηση,Tisztítás és helyreállítás,Glanta & Aisghabháil,Pulizia e recupero,Tīrīšana un atkopšana,Valymas ir atkūrimas,Tindif u Irkupru,Czyszczenie i odzyskiwanie,Limpeza e Recuperação,Curățare și recuperare,Čistenie a obnova,Čiščenje in obnovitev,Limpieza y recuperación,Rengöring och återhämtning,Temizleme ve Kurtarma,Очистка и восстановление,Очищення та відновлення,Opprydding og gjenoppretting,Opprydding og gjenoppretting,cleaning.svg,SEC_0048,10
CAT_00274,AI & Automation,AI & автоматизация,AI i automatizacija,AI a automatizace,AI & Automation,AI en automatisering,AI ja automatiseerimine,Tekoäly ja automaatio,IA et automatisation,KI und Automatisierung,AI & Αυτοματισμός,AI és automatizálás,AI & Uathoibriú,Intelligenza artificiale e automazione,AI un automatizācija,AI ir automatika,AI & Awtomazzjoni,Sztuczna inteligencja i automatyzacja,IA e Automação,AI și automatizare,AI a automatizácia,AI in avtomatizacija,IA y automatización,AI & Automation,Yapay Zeka ve Otomasyon,ИИ и автоматизация,ШІ та автоматизація,AI og automatisering,AI og automatisering,wrench.svg,SEC_0049,10
CAT_00276,Career Coaching,Кариерно обучение,Treniranje karijere,Kariérní koučink,Karriere Coaching,Loopbaancoaching,Karjääri juhendamine,Uravalmennus,Coaching de carrière,Karriere-Coaching,Career Coaching,Karrier Coaching,Traenálaí Gairme,Coaching di carriera,Karjeras koučings,Karjeros koučingas,Karriera Coaching,Coaching kariery,Coaching de Carreira,Coaching de carieră,Kariérny koučing,Karierno usposabljanje,Coaching de carrera,Karriärcoaching,Kariyer Koçluğu,Карьерный коучинг,Кар'єрний коучинг,Karrierecoaching,Karrierecoaching,wrench.svg,SEC_0050,10
CAT_00277,Solar Services,Слънчеви услуги,Solarne usluge,Solární služby,Solar Services,Zonne-energie diensten,Päikeseenergia teenused,Aurinkoenergiapalvelut,Services solaires,Solardienstleistungen,Ηλιακές Υπηρεσίες,Napelemes szolgáltatások,Seirbhísí Gréine,Servizi solari,Saules pakalpojumi,Saulės energijos paslaugos,Servizzi Solari,Usługi solarne,Serviços Solares,Servicii solare,Solárne služby,Solarne storitve,Servicios solares,Solar tjänster,Güneş Enerjisi Hizmetleri,Солнечные услуги,Сонячні послуги,Soltjenester,Soltjenester,wrench.svg,SEC_0051,10
CAT_00288,Children's Events,Детски събития,Dječji događaji,Dětské akce,Børnearrangementer,Kinderevenementen,Lasteüritused,Lasten tapahtumia,Événements pour enfants,Kinderveranstaltungen,Παιδικές Εκδηλώσεις,Gyermek rendezvények,Imeachtaí Leanaí,Eventi per bambini,Pasākumi bērniem,Vaikų renginiai,Avvenimenti tat-Tfal,Wydarzenia dla dzieci,Eventos infantis,Evenimente pentru copii,Podujatia pre deti,Otroške prireditve,Eventos infantiles,Barnens evenemang,Çocuk Etkinlikleri,Детские мероприятия,Дитячі заходи,Barnearrangementer,Barnearrangementer,wrench.svg,SEC_0052,10
CAT_00292,Green Services,Зелени услуги,Zelene usluge,Zelené služby,Grønne tjenester,Groene diensten,Rohelised teenused,Vihreät palvelut,Services verts,Grüne Dienstleistungen,Υπηρεσίες Πράσινης,Zöld szolgáltatások,Seirbhísí Glasa,Servizi verdi,Zaļie pakalpojumi,Žaliosios paslaugos,Servizzi Ħodor,Zielone usługi,Serviços Verdes,Servicii verzi,Zelené služby,Zelene storitve,Servicios verdes,Gröna tjänster,Yeşil Hizmetler,Экологические услуги,Зелені послуги,Grønne tjenester,Grønne tjenester,wrench.svg,SEC_0053,10
CAT_00293,Animal-Friendly Events,"Събития, благоприятни за животните",Događaji za životinje,Akce přátelské ke zvířatům,Dyrevenlige arrangementer,Diervriendelijke evenementen,Loomasõbralikud üritused,Eläinystävällisiä tapahtumia,Événements respectueux des animaux,Tierfreundliche Veranstaltungen,Εκδηλώσεις φιλικές προς τα ζώα,Állatbarát rendezvények,Imeachtaí Cairdiúla d'Ainmhithe,Eventi a misura di animale,Dzīvniekiem draudzīgi pasākumi,Gyvūnams draugiški renginiai,Avvenimenti favur l-Annimali,Wydarzenia przyjazne zwierzętom,Eventos que respeitam os animais,Evenimente prietenoase cu animalele,Podujatia priateľské k zvieratám,Živalim prijazni dogodki,Eventos amigables con los animales,Djurvänliga evenemang,Hayvan Dostu Etkinlikler,"Мероприятия, дружественные к животным","Події, дружні до тварин",Dyrevennlige arrangementer,Dyrevennlige arrangementer,wrench.svg,SEC_0054,10
CAT_00323,Event Infrastructure,Инфраструктура за събития,Infrastruktura događaja,Infrastruktura akcí,Event Infrastruktur,Evenementinfrastructuur,Ürituste infrastruktuur,Tapahtuman infrastruktuuri,Infrastructure événementielle,Veranstaltungsinfrastruktur,Υποδομή Εκδηλώσεων,Rendezvény infrastruktúra,Bonneagar Imeachta,Infrastruttura per eventi,Pasākumu infrastruktūra,Renginių infrastruktūra,Infrastruttura ta' Avvenimenti,Infrastruktura wydarzeń,Infraestrutura de eventos,Infrastructura evenimentelor,Infraštruktúra podujatí,Infrastruktura dogodkov,Infraestructura de eventos,Evenemangsinfrastruktur,Etkinlik Altyapısı,Инфраструктура мероприятий,Інфраструктура заходів,Event Infrastruktur,Event Infrastruktur,wrench.svg,SEC_0055,10
CAT_00326,Costumes,Костюми,Kostimi,Kostýmy,Kostumer,Kostuums,Kostüümid,Puvut,Costumes,Kostüme,Κοστούμια,Jelmezek,cultacha,Costumi,Kostīmi,Kostiumai,Kostumi,Kostiumy,Trajes,Costumele,Kostýmy,Kostumi,Disfraces,Kostymer,Kostümler,Костюмы,Костюми,Kostymer,Kostymer,wrench.svg,SEC_0056,10
CAT_00330,Cultural Experiences,Културни преживявания,Kulturna iskustva,Kulturní zážitky,Kulturelle oplevelser,Culturele ervaringen,Kultuurielamused,Kulttuurielämyksiä,Expériences culturelles,Kulturelle Erlebnisse,Πολιτιστικές Εμπειρίες,Kulturális élmények,Eispéiris Chultúrtha,Esperienze culturali,Kultūras pieredze,Kultūros potyriai,Esperjenzi Kulturali,Doświadczenia kulturalne,Experiências Culturais,Experiențe culturale,Kultúrne zážitky,Kulturna doživetja,Experiencias culturales,Kulturella upplevelser,Kültürel Deneyimler,Культурный опыт,Культурний досвід,Kulturopplevelser,Kulturopplevelser,wrench.svg,SEC_0057,10
CAT_00332,Celebrations,Тържества,Proslave,Oslavy,Festligheder,Feesten,Pidustused,Juhlat,Célébrations,Feierlichkeiten,Γιορτές,Ünnepségek,Ceiliúradh,Celebrazioni,Svinības,Šventės,Ċelebrazzjonijiet,Uroczystości,Celebrações,Sărbători,Oslavy,Praznovanja,Celebraciones,Firande,Kutlamalar,Торжества,Святкування,Feiringer,Feiringer,wrench.svg,SEC_0058,10
CAT_00335,Child Education,Детско образование,Obrazovanje djeteta,Vzdělávání dětí,Børneuddannelse,Kinderonderwijs,Lapse haridus,Lasten koulutus,Éducation des enfants,Kindererziehung,Παιδική Αγωγή,Gyermeknevelés,Oideachas Leanaí,Educazione infantile,Bērnu izglītība,Vaiko švietimas,Edukazzjoni tat-Tfal,Edukacja dzieci,Educação Infantil,Educația copilului,Vzdelávanie detí,Izobraževanje otrok,Educación infantil,Utbildning för barn,Çocuk Eğitimi,Образование детей,Освіта дитини,Barneutdanning,Barneutdanning,wrench.svg,SEC_0059,10
CAT_00338,Life Transition,Преход на живота,Životna tranzicija,Přechod života,Livsovergang,Levensovergang,Elu üleminek,Elämän siirtyminen,Transition de vie,Lebensübergang,Μετάβαση Ζωής,Életváltás,Idirbhliain Saoil,Transizione di vita,Dzīves pāreja,Gyvenimo perėjimas,Transizzjoni tal-Ħajja,Przejście życiowe,Transição de vida,Tranziție de viață,Prechod života,Življenjski prehod,Transición de vida,Livsövergång,Yaşam Geçişi,Жизненный переход,Життєвий перехід,Livsovergang,Livsovergang,wrench.svg,SEC_0060,10
CAT_00339,Tailoring,Шивашки изделия,Krojenje po mjeri,Krejčovství,Skrædderarbejde,Maatwerk,Rätsepatöö,Räätälöinti,Adaptation,Schneiderei,Ραπτική,Szabászat,Táilliúireachta,Sartoria,Drēbniecība,Siuvimas,Tfassil,Krawiectwo,Alfaiataria,Croitorie,Krajčírstvo,Krojaštvo,Sastrería,Skrädderi,Terzilik,Портняжное дело,Пошиття одягу,Skreddersøm,Skreddersøm,wrench.svg,SEC_0061,10
CAT_00340,Crypto,Крипто,Kripto,Krypto,Krypto,Crypto,Krüpto,Krypto,Crypto,Krypto,Crypto,Crypto,Criptithe,Criptovaluta,Kripto,Kripto,Kripto,Krypto,Criptomoeda,Cripto,Crypto,Kripto,Cripto,Krypto,Kripto,Крипто,Крипто,Krypto,Krypto,wrench.svg,SEC_0062,10
CAT_00341,Digital Banking Solutions,Решения за цифрово банкиране,Rješenja za digitalno bankarstvo,Řešení digitálního bankovnictví,Digitale bankløsninger,Digitale bankoplossingen,Digitaalsed pangalahendused,Digitaaliset pankkiratkaisut,Solutions bancaires numériques,Digital Banking-Lösungen,Ψηφιακές Τραπεζικές Λύσεις,Digitális banki megoldások,Réitigh Baincéireachta Digiteacha,Soluzioni bancarie digitali,Digitālās bankas risinājumi,Skaitmeninės bankininkystės sprendimai,Soluzzjonijiet Bankarji Diġitali,Rozwiązania bankowości cyfrowej,Soluções de Banco Digital,Soluții Digital Banking,Riešenia digitálneho bankovníctva,Rešitve digitalnega bančništva,Soluciones de banca digital,Digitala banklösningar,Dijital Bankacılık Çözümleri,Цифровые банковские решения,Цифрові банківські рішення,Digitale bankløsninger,Digitale bankløsninger,wrench.svg,SEC_0063,10
CAT_00346,Asset Management,Управление на активи,Upravljanje imovinom,Správa aktiv,Asset Management,Vermogensbeheer,Varahaldus,Omaisuudenhoito,Gestion d'actifs,Vermögensverwaltung,Διαχείριση περιουσιακών στοιχείων,Vagyonkezelés,Bainistíocht Sócmhainní,Gestione delle risorse,Aktīvu pārvaldīšana,Turto valdymas,Ġestjoni tal-Assi,Zarządzanie aktywami,Gestão de ativos,Gestionarea activelor,Správa aktív,Upravljanje premoženja,Gestión de activos,Asset Management,Varlık Yönetimi,Управление активами,Управління активами,Asset Management,Asset Management,wrench.svg,SEC_0064,10
CAT_00349,Disability Fitness,Фитнес за увреждания,Fitness za osobe s invaliditetom,Postižení Fitness,Handicap Fitness,Fitness voor gehandicapten,Puuetega seotud sobivus,Vammaiskunto,Fitness pour personnes handicapées,Fitness für Behinderte,Αναπηρία Fitness,Fogyatékossági Fitness,Folláine Mhíchumais,Fitness per disabili,Invaliditātes fitness,Neįgalumo fitnesas,Diżabbiltà Fitness,Sprawność fizyczna osób niepełnosprawnych,Aptidão física para deficientes,Fitness pentru dizabilități,Fitness so zdravotným postihnutím,Invalidski fitnes,Aptitud física para personas con discapacidad,Funktionshinder Fitness,Engelli Fitness,Фитнес для людей с ограниченными возможностями,Фітнес для інвалідів,Funksjonshemming,Funksjonshemming,wrench.svg,SEC_0065,10
CAT_00360,Experiences,Преживявания,Iskustva,Zkušenosti,Oplevelser,Ervaringen,Kogemused,Kokemuksia,Expériences,Erlebnisse,Εμπειρίες,Tapasztalatok,Eispéiris,Esperienze,Pieredzes,Patirtys,Esperjenzi,Wzruszenie religijne,Experiências,Experiențe,Skúsenosti,Izkušnje,Experiencias,Erfarenheter,Deneyimler,Опыт,Досвід,Opplevelser,Opplevelser,wrench.svg,SEC_0066,10
CAT_00363,Fisheries,Риболов,Ribarstvo,Rybářství,Fiskeri,Visserij,Kalandus,Kalastus,Pêche,Fischerei,Αλιεία,Halászat,Iascach,Pesca,Zivsaimniecība,Žuvininkystė,Sajd,Rybołówstwo,Pesca,Pescuit,Rybolov,Ribištvo,Pesca,Fiske,Balıkçılık,Рыболовство,рибальство,Fiskeri,Fiskeri,wrench.svg,SEC_0067,10
CAT_00366,Performance,Изпълнение,Performanse,Výkon,Præstation,Prestatie,Esitus,Suorituskyky,Performance,Leistung,Εκτέλεση,Teljesítmény,Feidhmíocht,Prestazione,Performance,Spektaklis,Prestazzjoni,Wydajność,Desempenho,Performanţă,Výkon,Učinkovitost,Actuación,Prestanda,Performans,Производительность,Продуктивність,Ytelse,Ytelse,wrench.svg,SEC_0068,10
CAT_00368,Relocation Support,Поддръжка при преместване,Podrška pri preseljenju,Podpora stěhování,Flyttestøtte,Verhuisondersteuning,Ümberpaigutamise tugi,Muuttotuki,Aide à la réinstallation,Umzugsunterstützung,Υποστήριξη μετεγκατάστασης,Áthelyezés támogatása,Tacaíocht Athlonnaithe,Supporto per il trasferimento,Pārcelšanās atbalsts,Perkraustymo palaikymas,Appoġġ għar-Rilokazzjoni,Wsparcie w relokacji,Apoio à Realocação,Suport pentru relocare,Podpora premiestnenia,Podpora pri selitvi,Apoyo para la reubicación,Flyttstöd,Yer Değiştirme Desteği,Поддержка при переезде,Підтримка переїзду,Flyttestøtte,Flyttestøtte,wrench.svg,SEC_0069,10
CAT_00369,Municipal Services,Общински служби,Općinske službe,Komunální služby,Kommunal service,Gemeentelijke diensten,Kommunaalteenused,Kunnalliset palvelut,Services municipaux,Kommunale Dienste,Δημοτικές Υπηρεσίες,Önkormányzati szolgáltatások,Seirbhísí Cathrach,Servizi comunali,Komunālie pakalpojumi,Komunalinės paslaugos,Servizzi Muniċipali,Usługi komunalne,Serviços Municipais,Servicii Municipale,Mestské služby,Komunalne službe,Servicios municipales,Kommunala tjänster,Belediye Hizmetleri,Муниципальные службы,Комунальне господарство,Kommunale tjenester,Kommunale tjenester,wrench.svg,SEC_0070,10
CAT_00372,Circular Economy Solutions,Решения за кръгова икономика,Rješenja za kružno gospodarstvo,Řešení oběhové ekonomiky,Løsninger til cirkulær økonomi,Oplossingen voor de circulaire economie,Ringmajanduse lahendused,Kiertotalousratkaisut,Solutions d'économie circulaire,Lösungen für die Kreislaufwirtschaft,Λύσεις Κυκλικής Οικονομίας,Körkörös gazdaságos megoldások,Réitigh Geilleagar Ciorclach,Soluzioni per l'economia circolare,Aprites ekonomikas risinājumi,Žiedinės ekonomikos sprendimai,Soluzzjonijiet ta 'Ekonomija Ċirkolari,Rozwiązania gospodarki o obiegu zamkniętym,Soluções para Economia Circular,Soluții de economie circulară,Riešenia obehovej ekonomiky,Rešitve krožnega gospodarstva,Soluciones de Economía Circular,Lösningar för cirkulär ekonomi,Dairesel Ekonomi Çözümleri,Решения циклической экономики,Рішення для циклічної економіки,Løsninger for sirkulær økonomi,Løsninger for sirkulær økonomi,wrench.svg,SEC_0071,10
